ta_season,ta_market,ta_name,ta_team_code,ta_team_id,ta_alias,ta_division,ta_current_division,ta_wins,ta_losses,ta_ties,spread_0,spread_1,spread_2,spread_3,spread_4,spread_5
2015,"California State University, Fresno",Bulldogs,96,dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f,FRES,1,D1,25,10,0,15,-2,3,-8,-7,-3
2015,"University of North Carolina, Asheville",Bulldogs,456,ad9fce12-6b1a-400c-bcbe-29d84d065fc0,UNCA,1,D1,22,12,0,10,-1,2,0,14,6
2015,Stanford University,Cardinal,674,683ab61f-546f-44da-b085-c3a5740554aa,STAN,1,D1,15,15,0,0,11,10,4,15,-1
2015,Nicholls State University,Colonels,483,c0d19efd-d40c-4e32-8e90-dbcb28178b5d,NICH,1,D1,11,23,0,-12,-9,-1,-12,-10,0
2015,Eastern Kentucky University,Colonels,202,e48e3dd5-721c-4d96-8ff4-790fe2597bfd,EKY,1,D1,15,16,0,-1,9,14,15,0,-1
2015,Iowa State University,Cyclones,311,0e4258fa-3154-4c16-b693-adecab184c6c,ISU,1,D1,23,12,0,11,16,20,11,12,0
2015,Jacksonville University,Dolphins,316,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,JAC,1,D1,16,16,0,0,-12,-6,-4,-14,8
2015,University of Iowa,Hawkeyes,312,c10544de-e3bd-4776-ba2e-83df8c017fd1,IOWA,1,D1,22,11,0,11,10,7,12,1,-9
2015,"Indiana University, Bloomington",Hoosiers,306,c3f0a8ce-af67-497f-a750-3b859376b20a,IND,1,D1,27,8,0,19,6,2,22,18,-8
2015,University of Kansas,Jayhawks,328,fae4855b-1b64-4b40-a632-9ed345e1e952,KU,1,D1,33,5,0,28,18,15,25,25,32
2015,Lafayette College,Leopards,342,6af02334-9ac3-452f-bcf4-20abdb72bd07,LAF,1,D1,6,24,0,-18,7,-9,4,-5,-6
2015,"California State University, Northridge",Matadors,101,cb732075-23a5-4e71-9037-50a7a002bdb2,CSN,1,D1,10,20,0,-10,-24,-18,-3,-14,-4
2015,Old Dominion University,Monarchs,523,ce967953-5c50-4220-87b2-99acb9606e84,ODU,1,D1,25,13,0,12,19,0,-20,8,20
2015,Southern Methodist University,Mustangs,663,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,SMU,1,D1,25,5,0,20,20,-10,-2,-6,5
2015,California Polytechnic State University,Mustangs,90,45439cdb-af7a-4743-936c-dccc76b30877,CP,1,D1,10,20,0,-10,-3,-6,4,3,0
2015,Furman University,Paladins,244,ca5318f2-48eb-4f6b-896a-966b900aa42f,FUR,1,D1,19,16,0,3,-11,-12,-17,-1,11
2015,High Point University,Panthers,19651,a311188e-1259-4fda-b0ea-c47cb52694b1,HP,1,D1,21,11,0,10,13,1,3,-5,-7
2015,Georgia State University,Panthers,254,94ea835b-8ce9-4de2-a5b1-971548fea974,GAST,1,D1,16,14,0,2,15,16,-1,10,-7
2015,University of Pittsburgh,Panthers,545,24051034-96bb-4f78-a3a6-312f3258780f,PITT,1,D1,21,12,0,9,4,16,15,5,22
2015,Eastern Illinois University,Panthers,201,23fec4e7-108f-4569-85d1-bef2f794e925,EIU,1,D1,13,17,0,-4,3,-8,-10,-5,-11
2015,Prairie View A&M University,Panthers,553,91ec9ba2-12e5-4a75-9410-a166c82163fd,PV,1,D1,7,24,0,-17,-3,-12,-4,-4,-12
2015,University of Northern Iowa,Panthers,504,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,1,D1,23,13,0,10,27,1,6,6,6
2015,"University of Wisconsin, Milwaukee",Panthers,797,5d77800f-1ae6-4b66-8e97-b0dbb8bbc717,MILW,1,D1,20,13,0,7,-2,7,-16,6,5
2015,George Mason University,Patriots,248,e76479d0-a768-46d2-89bf-7b9dae12bec8,GMU,1,D1,11,21,0,-10,-13,-9,6,15,20
2015,St. Peter's College,Peacocks,617,e66d7ed2-9b4c-48c8-adaa-a276793b057d,SPC,1,D1,14,16,0,-2,-2,-3,-12,-21,6
2015,Youngstown State University,Penguins,817,da7d41bc-48b0-4a04-948f-792d6470bcb5,YSU,1,D1,11,21,0,-10,-10,-2,2,1,-12
2015,University of Denver,Pioneers,183,6f676cba-c1f9-45a4-9016-fb408fd525b1,DEN,1,D1,16,15,0,1,-6,1,12,13,-4
2015,Sacred Heart University,Pioneers,590,3556d445-b3f1-467e-b150-952b32dfb150,SHU,1,D1,12,18,0,-6,-2,-21,-11,-4,-7
2015,Loyola University (Illinois),Ramblers,371,61a3908a-7492-4b6f-809e-12c61976bb0a,L-IL,1,D1,15,17,0,-2,11,-12,-1,-16,1
2015,Florida A&M University,Rattlers,228,cec2527e-5e1e-4817-a628-35666ef13b6e,FAMU,1,D1,8,21,0,-13,-25,-4,-15,-13,-8
2015,Miami University (Ohio),RedHawks,414,1165ca31-f181-4206-b727-c4e897e4b5cd,M-OH,1,D1,13,20,0,-7,-6,-5,-13,-12,-1
2015,Illinois State University,Redbirds,299,509aacc4-c121-46a2-800a-d5431ef181d2,ILST,1,D1,18,14,0,4,9,2,3,7,-7
2015,Seattle University,Redhawks,1356,7e100f63-0b32-49f6-a954-f5b7c8cf48ad,SEA,1,D1,15,17,0,-2,2,-4,-14,-3,-9
2015,Southeast Missouri State University,Redhawks,654,6a7083ab-1832-48c0-9168-427b35adbcde,SEMO,1,D1,5,24,0,-19,-4,4,1,-1,-12
2015,Wagner College,Seahawks,748,3b644902-cd06-4930-9a3e-6c78cfb1f464,WAG,1,D1,23,11,0,12,-10,7,7,19,-4
2015,University of North Carolina Wilmington,Seahawks,460,c54279f9-3028-4663-893a-7d22482f8098,UNCW,1,D1,25,8,0,17,4,-14,-10,-11,-5
2015,Wichita State University,Shockers,782,f38b58de-3273-4723-a78b-2f918e9aa2d5,WICH,1,D1,26,9,0,17,25,34,21,21,21
2015,University of Tennessee at Martin,Skyhawks,695,9febd5fa-982f-4f40-ad1d-8e49be96cf4f,UTM,1,D1,20,15,0,5,8,-15,-12,-23,-9
2015,Norfolk State University,Spartans,485,a8f75c12-c4db-401f-99e3-b48209d85274,NORF,1,D1,17,17,0,0,6,4,9,16,-8
2015,Michigan State University,Spartans,416,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,MSU,1,D1,29,6,0,23,15,20,18,21,4
2015,San Jose State University,Spartans,630,29de4e5e-ee5b-48c8-bffc-1972e7da1e30,SJSU,1,D1,9,22,0,-13,-26,-17,-11,-13,1
2015,University of South Carolina Upstate,Spartans,10411,2e78bd1b-9422-491e-9c73-37cf83b0e34e,SCUS,1,D1,10,22,0,-12,12,4,-1,8,-20
2015,University of North Carolina at Greensboro,Spartans,459,612f7f66-1de1-4d42-b842-9a508daab911,UNCG,1,D1,15,19,0,-4,-11,-4,-13,-6,-17
2015,Wofford College,Terriers,2915,9916713f-b243-452b-93ae-a2c3ccabf68b,WOF,1,D1,15,17,0,-2,21,7,-6,5,8
2015,Boston University,Terriers,68,de9a0e19-b83c-4b98-a6da-81c110cb364b,BU,1,D1,19,15,0,4,-4,13,4,0,7
2015,St. Francis College (Brooklyn),Terriers,599,e19cfc47-f23f-4c64-ba29-2e6d12dc45b2,SFNY,1,D1,15,17,0,-2,11,4,-6,0,0
2015,"University of Texas, Pan American",Vaqueros,536,92456e1e-f48c-4385-96ab-14cb27d18726,UTRGV,1,D1,8,22,0,-14,-11,-14,0,-10,-19
2015,University of Louisiana at Monroe,Warhawks,498,18585f21-1d63-4400-974c-433fd5073c34,ULM,1,D1,20,14,0,6,10,-7,-19,-23,-17
2015,"University of Hawaii, Manoa",Warriors,277,d4dc55b3-94fe-4d4f-b0bf-c50c5f064392,HAW,1,D1,27,6,0,21,9,-11,-14,0,6
2015,Davidson College,Wildcats,173,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,DAV,1,D1,20,13,0,7,16,7,18,17,3
2015,Villanova University,Wildcats,739,4383eb6a-7fd8-4ff2-94c5-43c933121e88,VILL,1,D1,35,5,0,30,30,24,6,-6,9
2015,University of Arizona,Wildcats,29,9b166a3f-e64b-4825-bb6b-92c6f0418263,ARIZ,1,D1,25,9,0,16,30,28,19,11,22
2015,University of Kentucky,Wildcats,334,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,UK,1,D1,27,9,0,18,37,18,9,36,20
2015,Weber State University,Wildcats,758,4743cb7c-784a-4b95-a380-5471f92f2217,WEB,1,D1,26,9,0,17,-4,7,23,18,4
2015,Kansas State University,Wildcats,327,d203f38a-a166-4258-bca2-e161b591ecfb,KSU,1,D1,17,16,0,1,-2,7,19,11,12
2015,Northwestern University,Wildcats,509,4b7dedc0-7b48-49a4-aad6-8a94a33274d2,NW,1,D1,20,12,0,8,-2,-5,-6,5,6
2015,Bethune-Cookman University,Wildcats,61,0796c3b6-5308-4aa0-8fdc-c65d39b043c6,COOK,1,D1,14,18,0,-4,-10,-18,-6,1,8
2015,University of New Hampshire,Wildcats,469,93cb009e-5bbf-4081-b2c9-44028fe28096,UNH,1,D1,20,13,0,7,6,-18,-11,-3,-6
2015,Abilene Christian University,Wildcats,2,a52b2ece-1f87-45b5-ae1e-8d0920479965,AC,1,D1,13,18,0,-5,-11,-9,-2,-4,-8
2015,North Carolina State University,Wolfpack,490,52df1e19-b142-4a76-a439-ad68455d0581,NCST,1,D1,16,17,0,-1,8,8,13,11,-1
2015,"University of California, Irvine",Anteaters,109,39d00ef7-320d-47cf-a2fa-859bc24d16b4,UCI,1,D1,28,10,0,18,8,11,5,-8,-6
2015,Grand Canyon University,Antelopes,1104,f7e6acc3-0778-4de5-940a-d88e20df1159,GC,1,D1,27,7,0,20,2,0,15,11,2
2015,Dartmouth College,Big Green,172,d60357bd-1205-42e9-9092-d986a2843a34,DART,1,D1,10,18,0,-8,-1,-4,-10,-20,-18
2015,Saint Louis University,Billikens,609,1e42cce3-236b-4f3e-9650-2c45e6332e1e,SLU,1,D1,11,21,0,-10,-10,20,21,18,-7
2015,Presbyterian College,Blue Hose,1320,b06b63b0-20e6-4c78-bdcf-5feac3d7995e,PRE,1,D1,11,20,0,-9,-12,-20,-16,-1,-5
2015,"University of Colorado, Boulder",Buffaloes,157,9fccbf28-2858-4263-821c-fdefb3c7efa3,COLO,1,D1,22,12,0,10,-2,11,9,12,10
2015,Lamar University,Cardinals,346,eda6c307-1e0f-4a28-82f4-ee9653b343fb,LAM,1,D1,11,19,0,-8,0,-22,-25,11,-4
2015,Ball State University,Cardinals,47,315c4deb-3c9d-413d-a369-7168f2545d21,BALL,1,D1,21,14,0,7,-16,-20,0,0,6
2015,University of Louisville,Cardinals,367,b795ddbc-baab-4499-8803-52e8608520ab,LOU,1,D1,23,8,0,15,18,25,30,20,15
2015,University of the Incarnate Word,Cardinals,2743,912671c7-19fd-451b-813e-885485427820,IW,1,D1,17,12,0,5,7,15,0,5,6
2015,University of Virginia,Cavaliers,746,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,UVA,1,D1,29,8,0,21,26,23,11,12,1
2015,Central Michigan University,Chippewas,129,472c22e0-843d-472c-a871-f1593fb0725d,CMU,1,D1,17,16,0,1,14,-11,-9,-10,-11
2015,Robert Morris University,Colonials,579,6906e22d-92fa-40cb-8c05-ec8391ac1979,RMU,1,D1,10,22,0,-12,5,8,13,15,4
2015,George Washington University,Colonials,249,d52c3640-069c-4554-982e-e6537c8044f1,GW,1,D1,28,10,0,18,9,15,-4,-11,3
2015,Valparaiso University,Crusaders,735,df3da9d7-2d2b-44e2-99e2-08c4945a203b,VALP,1,D1,30,7,0,23,22,2,18,10,11
2015,College of the Holy Cross,Crusaders,285,31aedd91-a77e-46c1-8bdc-80e9860c159d,HC,1,D1,15,20,0,-5,-2,6,-6,1,-13
2015,La Salle University,Explorers,340,ad9a3e21-4585-4e35-8946-290fe4a16f18,LAS,1,D1,9,22,0,-13,1,-1,14,8,-3
2015,Jacksonville State University,Gamecocks,315,13358462-e05b-4449-8688-90c4622cdde8,JVST,1,D1,8,23,0,-15,-7,-11,6,-3,-20
2015,"University of South Carolina, Columbia",Gamecocks,648,1c7ec608-3b36-4cee-adac-9265e3792597,SCAR,1,D1,25,9,0,16,1,-6,-4,-11,-2
2015,Austin Peay State University,Governors,43,a0fdb660-a822-4337-b01d-31c4d2c99c8a,PEAY,1,D1,18,18,0,0,-14,-6,-15,-8,6
2015,University of Montana,Grizzlies,441,e3848467-66c0-41e5-8283-02e3586d8601,MONT,1,D1,21,12,0,9,7,4,18,18,10
2015,Texas A&M University-Corpus Christi,Islanders,26172,fe21a988-3e96-4f3c-8f9f-b449ccda43b0,AMCC,1,D1,25,8,0,17,6,2,-17,-18,-11
2015,University of Missouri-Kansas City,Kangaroos,2707,820c8f26-cf11-4997-b2e2-19f47bd2f72f,UMKC,1,D1,12,19,0,-7,-5,-10,-16,-11,2
2015,University of Texas at Austin,Longhorns,703,6ed15092-2670-450a-99c2-61d861e87644,TEX,1,D1,20,13,0,7,6,13,-2,6,20
2015,"Indiana University-Purdue University, Fort Wayne",Mastodons,308,22984593-0701-4648-b8a8-f6d695238620,IPFW,1,D1,24,10,0,14,1,14,-1,-8,6
2015,University of Nebraska Omaha,Mavericks,464,68d2aa5b-714f-4652-96f3-b71e1752413f,NEOM,1,D1,18,14,0,4,-5,2,-9,-7,10
2015,University of Texas at Arlington,Mavericks,702,7c2b372b-b5f0-466e-90cf-880beec57584,UTA,1,D1,24,11,0,13,1,-2,5,15,-3
2015,"University of Massachusetts, Amherst",Minutemen,400,88104678-e53b-43b3-82f7-efb3a11cedb9,MASS,1,D1,14,18,0,-4,2,15,9,13,0
2015,Saint Francis University (Pennsylvania),Red Flash,600,6637ac5f-59c2-4888-af34-a86d138ccfb3,SFPA,1,D1,13,17,0,-4,0,-11,-19,-17,-12
2015,Marist College,Red Foxes,386,15d31915-fbd6-4ae3-8e4b-f3b563c56a18,MRST,1,D1,7,23,0,-16,-18,-7,-11,-4,-21
2015,St. John's University (New York),Red Storm,603,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,SJU,1,D1,8,24,0,-16,9,7,1,-6,9
2015,Stony Brook University,Seawolves,683,23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6,STON,1,D1,26,7,0,19,11,12,17,12,-2
2015,Florida State University,Seminoles,234,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,FSU,1,D1,20,14,0,6,1,8,2,15,12
2015,Indiana State University,Sycamores,305,2a997096-a381-469d-a7e9-9e031c8b071c,INST,1,D1,15,17,0,-2,-1,12,3,3,6
2015,"University of North Carolina, Chapel Hill",Tar Heels,457,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,UNC,1,D1,33,7,0,26,14,14,14,26,21
2015,"University of Maryland, College Park",Terrapins,392,2778d005-cc14-4e58-9bf2-3fc37bffb62f,MD,1,D1,27,9,0,18,21,2,12,2,5
2015,University of Nevada,Wolf Pack,466,62a73b4a-e281-4483-a1f8-f1160a18e456,NEV,1,D1,24,14,0,10,-13,-2,-7,21,-6
2015,Long Island University-Brooklyn Campus,Blackbirds,361,82c12e8d-7c6c-47d8-b100-3cbc190d268e,LIU,1,D1,16,15,0,1,-6,-11,6,16,21
2015,Charleston Southern University,Buccaneers,48,a3fef707-e4fc-48a0-82f1-f4ef01b76f45,CHSO,1,D1,9,21,0,-12,7,-5,6,7,0
2015,East Tennessee State University,Buccaneers,198,d750d88f-f7b8-4bc3-a5f6-36e7a67ec93e,ETSU,1,D1,24,12,0,12,2,3,-12,3,12
2015,University of Vermont,Catamounts,738,18e89867-9201-41ce-ba19-fadddf92fa17,UVM,1,D1,23,14,0,9,6,11,9,12,14
2015,Western Carolina University,Catamounts,769,6bff595c-32cb-4028-837c-c7de2a2107e6,WCU,1,D1,16,18,0,-2,-2,4,-5,-1,3
2015,Vanderbilt University,Commodores,736,72971b77-1d35-40b3-bb63-4c5b29f3d22b,VAN,1,D1,19,14,0,5,7,-1,-1,14,12
2015,Tulane University,Green Wave,718,399ad7fb-de60-45a6-a71f-d26e00f1a4ec,TULN,1,D1,12,22,0,-10,-1,0,5,-1,-4
2015,Loyola University Maryland,Greyhounds,369,175d34a7-3823-4e4f-9f11-2464f55360b8,L-MD,1,D1,9,21,0,-12,-8,-8,11,15,0
2015,University of Miami (Florida),Hurricanes,415,7aec5187-cb1b-45e5-8f7d-406d766cdc73,MIA,1,D1,27,8,0,19,12,1,22,7,6
2015,University of North Texas,Mean Green,497,10f450ce-143b-4e46-8bfe-52c644b68b07,UNT,1,D1,12,20,0,-8,-3,0,-8,4,11
2015,U.S. Naval Academy,Midshipmen,726,3b088563-ca8a-49a6-9e19-5e4cb186ae1d,NAVY,1,D1,19,14,0,5,-6,-12,-15,-23,-9
2015,Xavier University,Musketeers,812,0d8a328f-20ce-410b-bed1-15fc01308aaf,XAV,1,D1,28,6,0,22,9,8,3,10,16
2015,University of New Orleans,Privateers,474,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,UNO,1,D1,10,20,0,-10,-7,-4,-10,2,10
2015,"University of Arkansas, Fayetteville",Razorbacks,31,c70c23c4-ab09-4797-a1af-792c848ab17f,ARK,1,D1,16,16,0,0,18,10,6,4,5
2015,Arkansas State University,Red Wolves,30,95826e36-ea33-4b51-83a8-7b4cc20999ee,ARST,1,D1,10,20,0,-10,-7,6,7,-6,2
2015,"University of Maryland, Baltimore County",Retrievers,391,32755362-6336-4dd3-ac34-6f72a6cc150b,UMBC,1,D1,7,25,0,-18,-22,-12,-15,-22,-20
2015,Arizona State University,Sun Devils,28,ad4bc983-8d2e-4e6f-a8f9-80840a786c64,ASU,1,D1,15,17,0,-2,2,9,9,-11,-7
2015,"University of Tennessee, Knoxville",Volunteers,694,b827dbdf-230f-4916-9703-3bb9004e26eb,TENN,1,D1,15,19,0,-4,0,11,7,4,4
2015,University of Michigan,Wolverines,418,bdc2561d-f603-4fab-a262-f1d2af462277,MICH,1,D1,23,13,0,10,0,19,23,14,7
2015,Utah Valley University,Wolverines,30024,4200f37c-86e0-413e-a5c4-e5edf1e272e7,UVU,1,D1,12,18,0,-6,-8,8,-4,7,8
2015,"University of Maine, Orono",Black Bears,380,0095032d-6143-44f2-8974-f6815fc56c5b,ME,1,D1,8,22,0,-14,-24,-17,-8,-5,0
2015,DePaul University,Blue Demons,176,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,DEP,1,D1,9,22,0,-13,-8,-9,-10,-7,-17
2015,Duke University,Blue Devils,193,faeb1160-5d15-4f26-99fc-c441cf21fc7f,DUKE,1,D1,25,11,0,14,31,17,24,20,27
2015,Central Connecticut State University,Blue Devils,127,a93bf4f2-3724-4539-8c8a-9ac8ee3741a6,CCSU,1,D1,4,25,0,-21,-21,-8,-4,-3,7
2015,"University of Nebraska, Lincoln",Cornhuskers,463,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,NEB,1,D1,16,18,0,-2,-5,6,-3,-6,6
2015,University at Albany,Great Danes,14,290a5130-836d-45e6-824f-28704d6ba246,ALBY,1,D1,24,9,0,15,15,4,13,4,0
2015,Radford University,Highlanders,563,f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b,RAD,1,D1,16,15,0,1,10,9,-6,-20,-19
2015,New Jersey Institute of Technology,Highlanders,471,500d7223-ecff-494b-9539-28427156c783,NJIT,1,D1,20,15,0,5,9,-3,3,-2,0
2015,"University of California, Riverside",Highlanders,111,6b170a32-8445-4cb1-8638-724996c3094b,UCRV,1,D1,14,19,0,-5,-3,-11,-19,-3,-7
2015,Western Kentucky University,Hilltoppers,772,881380da-861c-4ab6-a7d2-20699d8ea883,WKU,1,D1,18,16,0,2,8,8,4,-3,0
2015,South Dakota State University,Jackrabbits,649,6ef40534-5fad-4755-84de-7dcbd645d1f0,SDST,1,D1,26,8,0,18,13,6,15,19,7
2015,Northern Arizona University,Lumberjacks,501,1753768d-e46e-40b1-8d69-a8ae5cccec03,NAU,1,D1,5,25,0,-20,8,-2,-10,-19,6
2015,Stephen F. Austin State University,Lumberjacks,676,5ef64f01-86ae-4553-9834-c79cc0859eaf,SFA,1,D1,28,6,0,22,24,29,22,8,7
2015,Texas Tech University,Red Raiders,700,f8c705b7-87d3-411a-9c8b-5124daab0469,TTU,1,D1,19,13,0,6,-6,-4,-9,-15,-6
2015,University of Massachusetts Lowell,River Hawks,368,4927ef8b-e680-4fb8-b10e-2ea3eff32eab,MASSL,1,D1,11,18,0,-7,-5,-8,2,8,10
2015,University of Texas at San Antonio,Roadrunners,706,953151f2-1e42-4cb0-a99e-202493a64dcf,UTSA,1,D1,5,27,0,-22,-2,-14,-12,4,6
2015,"California State University, Bakersfield",Roadrunners,94,2da57857-b038-4ad3-8199-e3fb339f57d2,CSB,1,D1,24,9,0,15,-5,-6,-2,1,-10
2015,Middle Tennessee State University,Blue Raiders,419,3d2f0819-8f3b-4ff3-afd6-6227c469a751,MTU,1,D1,25,10,0,15,2,15,22,20,0
2015,Purdue University,Boilermakers,559,12d7f888-675b-459f-9099-a38f771d8a95,PUR,1,D1,26,9,0,17,8,-2,-2,9,18
2015,Coastal Carolina University,Chanticleers,149,4af63ebd-d3c8-4772-bbde-938a078bd057,CCAR,1,D1,21,12,0,9,14,8,-1,7,22
2015,University of Alabama,Crimson Tide,8,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,ALA,1,D1,18,15,0,3,4,-6,10,9,13
2015,Mississippi Valley State University,Delta Devils,432,5873529e-e5e3-4a06-8a03-fa4cbe509880,MVSU,1,D1,8,27,0,-19,-20,-14,-18,8,-6
2015,"University of California, Berkeley",Golden Bears,107,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,CAL,1,D1,23,10,0,13,3,7,9,14,3
2015,"University of Arkansas, Pine Bluff",Golden Lions,2678,1394dd8a-040e-4509-9ee3-761d60eaf6c9,ARPB,1,D1,8,25,0,-17,-8,-5,2,-11,-17
2015,Texas Christian University,Horned Frogs,698,f7fcbb6e-4a55-41ea-ba21-f763ed914467,TCU,1,D1,12,21,0,-9,3,-13,-10,3,-11
2015,Western Illinois University,Leathernecks,771,cc9e5424-ab3b-41ec-b2aa-7e8a73d759c6,WIU,1,D1,10,17,0,-7,-12,-10,13,3,-16
2015,West Virginia University,Mountaineers,768,f770d3a2-221c-49ce-9c7a-680f7417fe9e,WVU,1,D1,26,9,0,17,15,1,-6,5,9
2015,Mount St. Mary's University,Mountaineers,450,5fe4a398-1699-4442-a364-305b2f0ac01e,MSM,1,D1,14,19,0,-5,0,-1,4,-13,-10
2015,Appalachian State University,Mountaineers,27,87d88c93-29bc-4306-b0a6-87c6f6e80da1,APP,1,D1,9,22,0,-13,-5,-12,-1,-5,1
2015,Southern Utah University,Thunderbirds,667,c7116621-45ed-4ab1-9ad9-dee524120569,SUU,1,D1,5,24,0,-19,-9,-25,-9,-3,-8
2015,U.S. Military Academy,Black Knights,725,6dfaf0ba-47c4-4e05-b0a7-72734747d48f,ARMY,1,D1,19,14,0,5,0,-1,1,-6,-8
2015,Wake Forest University,Demon Deacons,749,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,WAKE,1,D1,11,20,0,-9,-6,1,-5,-5,-16
2015,Marquette University,Golden Eagles,387,06f7c904-0ac7-4125-b0f4-f4871bb69057,MARQ,1,D1,20,13,0,7,-6,2,17,19,7
2015,Oral Roberts University,Golden Eagles,527,095417ae-62b0-4109-afc4-d92918599dd4,ORU,1,D1,14,17,0,-3,4,1,5,20,3
2015,Tennessee Technological University,Golden Eagles,692,fe037cba-25d9-42f5-a461-61d7102c17de,TNTC,1,D1,19,12,0,7,-6,1,-5,5,7
2015,University of Southern Mississippi,Golden Eagles,664,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,USM,1,D1,8,21,0,-13,-17,-7,-10,16,12
2015,Pennsylvania State University,Nittany Lions,539,4aebd148-8119-4875-954c-66779867989b,PSU,1,D1,16,16,0,0,2,-2,-11,-8,4
2015,Niagara University,Purple Eagles,482,f7575278-12ec-494a-b544-427c1759d43d,NIAG,1,D1,7,25,0,-18,-14,-19,5,-5,-14
2015,University of Louisiana at Lafayette,Ragin' Cajuns,671,63cad858-8654-4956-8438-8fe79cd1208a,ULL,1,D1,19,15,0,4,8,11,-7,0,-1
2015,University of North Dakota,Fighting Hawks,494,de8fc8a7-253f-4597-8a48-a0104ef226ae,UND,1,D1,17,16,0,1,-14,0,-1,2,4
2015,University of Notre Dame,Fighting Irish,513,80962f09-8821-48b6-8cf0-0cf0eea56aa8,ND,1,D1,24,12,0,12,26,-2,15,10,20
2015,Kent State University,Golden Flashes,331,3da4798c-2d58-4dac-b66e-ad145a91b544,KENT,1,D1,19,13,0,6,11,0,7,9,13
2015,"University of Minnesota, Twin Cities",Golden Gophers,428,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,MINN,1,D1,8,23,0,-15,3,12,8,8,3
2015,Lehigh University,Mountain Hawks,352,508f503f-dc57-4f4c-a01e-4f195e5c05c8,LEH,1,D1,17,15,0,2,2,-4,11,19,1
2015,Georgia Institute of Technology,Yellow Jackets,255,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,GT,1,D1,21,15,0,6,-7,-1,1,-9,-5
2015,Campbell University,Fighting Camels,115,6e5dfe2c-28cc-411f-b846-af8436093ab2,CAMP,1,D1,12,18,0,-6,-21,-20,-20,2,-7
2015,"University of Illinois, Champaign",Fighting Illini,301,150148c2-ca8f-414f-8f41-d94a55d4a122,ILL,1,D1,15,19,0,-4,5,5,10,2,6
2015,Canisius College,Golden Griffins,116,0113eea0-c943-4fff-9780-ae0fb099e7ef,CAN,1,D1,14,19,0,-5,3,8,6,-20,0
2015,Florida International University,Golden Panthers,231,a8ac24ca-3b7a-4610-ad99-042661584c48,FIU,1,D1,13,19,0,-6,-1,-1,4,-13,-8
2015,"Rutgers, State Univ of New Jersey, New Brunswick",Scarlet Knights,587,b03bb029-4499-4a2c-9074-5071ed360b21,RUTG,1,D1,7,25,0,-18,-12,-9,-1,-4,-2
2015,Marshall University,Thundering Herd,388,58d8baa3-7624-4b21-a47f-a23df2bf8859,MRSH,1,D1,17,16,0,1,-10,-11,-6,7,10
2015,Oakland University,Golden Grizzlies,514,aeaaef0d-5238-414e-ac04-c55a22cba208,OAK,1,D1,23,12,0,11,-1,-7,-1,4,15
2015,University of Tulsa,Golden Hurricane,719,2959bd24-7007-41ae-a3a3-abdf26888cfc,TLSA,1,D1,20,12,0,8,12,8,1,3,6
2015,Gardner-Webb University,Runnin' Bulldogs,1092,79871449-f5a1-4650-b3cf-85b78fd6943e,WEBB,1,D1,17,16,0,1,5,3,8,-8,-10
2015,University of Delaware,Fightin Blue Hens,180,0affc15f-641d-4211-970d-fb9fb8d36842,DEL,1,D1,7,23,0,-16,-10,15,5,4,-3
